Date,Network,Message,Message URL,Message ID,Name,Profile,Followers,Shares,Likes,Sentiment,Location,Hashtags,Images,Language
6/23/2021 6:45 am,Twitter,alvaro__gomez Que buen #InstagramLive se mandaron!!!! Aguante #LaTorreDeMabel 😃💙💯👏🏻 https://t.co/GbTkpfBj3D,https://twitter.com/GabyAleFran91/statuses/1407651130641899520,1407651130641899520,Gabriela Alejandra Franco 💙,GabyAleFran91,5252,0,0,Positive,"Rosario, Santa Fe Province, Argentina","#latorredemabel, #instagramlive","https://pbs.twimg.com/media/E4j7ODsX0AQ3K5s.jpg, https://pbs.twimg.com/media/E4j7OsKWQAE4ahj.jpg, https://pbs.twimg.com/media/E4j7PHaXEAM-z2c.jpg, https://pbs.twimg.com/media/E4j7PgBWQAMs3Kb.jpg",es
6/23/2021 4:55 am,Twitter,#FarandulaChilena : Óscar Garcés tiene una participación especial en la torre de Mabel https://t.co/Zvn0lGCycE https://t.co/6WPLhuNyGr,https://twitter.com/Gossipchilecl/statuses/1407623220904218624,1407623220904218624,GossipChile.cl,Gossipchilecl,575,0,0,Positive,"Santiago, Santiago Metropolitan, Chile",#farandulachilena,https://pbs.twimg.com/media/E4jh3D2XwAI-swD.png,es
6/23/2021 4:04 am,Twitter,RT @jaduecamilo11: @elisazulue @maluchayallego @alvarogomezactor @blancalewin Me encanta la Torre De Mabel,https://twitter.com/elisazulue/statuses/1407610391081979904,1407610391081979904,elisa zulueta,elisazulue,52680,0,0,Positive,NULL,NULL,NULL,es
6/23/2021 4:03 am,Twitter,"RT @chilenero70: @elisazulue Mil veces del cielo a la tierra ida y vuelta, prefiero ver ""la torre de Mabel""",https://twitter.com/elisazulue/statuses/1407610361583443975,1407610361583443975,elisa zulueta,elisazulue,52680,0,0,Positive,NULL,NULL,NULL,es
6/23/2021 2:04 am,Twitter,"Y decían que #LaTorreDeMabel no iba a cambiar de horario por su bajo rating :/ que lata | QT: Aseguran que Canal 13 busca adelantar nueva temporada de De Tú a Tú ante bajo rating de La Torre de Mabel #LaTorreDeMabel #DeTuATu 

https://t.co/3ft7MynceI",https://twitter.com/mrpato5671/statuses/1407580303225507846,1407580303225507846,MrPato,mrpato5671,78,0,0,Neutral,"Santiago, Santiago Metropolitan, Chile","#latorredemabel, #detuatu",NULL,es
6/23/2021 2:02 am,Twitter,"#LaTorreDeMabel intenté verla pero lo siento, no es para mí, no es del tipo de trama que quiero ver en una teleserie, no me sorprende que sea cuarto en rating, a esperar hasta Secretos de Familia",https://twitter.com/mrpato5671/statuses/1407579784339668995,1407579784339668995,MrPato,mrpato5671,78,0,0,Negative,"Santiago, Santiago Metropolitan, Chile",#latorredemabel,NULL,es
6/23/2021 1:35 am,Twitter,#espectaculo : “Hay mucho cariño”: Carmen Gloria Bresky y Marcial Tagle se reencuentran en ‘La Torre de Mabel’ tras 15 años de ‘Casado con Hijos’ https://t.co/upMoxhCfpz https://t.co/6vxwcQ0EI7,https://twitter.com/Gossipchilecl/statuses/1407572887700189186,1407572887700189186,GossipChile.cl,Gossipchilecl,575,0,0,Positive,"Santiago, Santiago Metropolitan, Chile",#espectaculo,https://pbs.twimg.com/media/E4i0FSzWEAEyTqs.jpg,es
6/23/2021 1:21 am,Twitter,La torre de mabel capítulo 8 miercoles 23 de junio del 2021  https://t.co/IjqtXuMSFp,https://twitter.com/mirartusnovelas/statuses/1407569442553446400,1407569442553446400,Mirartusnovelas.com,mirartusnovelas,1382,2,3,Neutral,"Toledo, Castille-La Mancha, Spain",NULL,NULL,es
6/23/2021 1:16 am,YouTube,Más información https://www.13.cl/programas/la-torre-de-mabel,http://www.youtube.com/watch?v=QQ__CGN_Ur8,QQ__CGN_Ur8,Canal 13,Canal 13,4000000,0,44,Neutral,NULL,NULL,NULL,NULL
6/23/2021 12:46 am,Twitter,RT @mirartusnovelas: La torre de mabel capítulo 7 martes 22 de junio del 2021  https://t.co/MNkU37MqYx,https://twitter.com/Miratusnovelas/statuses/1407560664483258374,1407560664483258374,Miratusnovelas,Miratusnovelas,1562,0,0,Neutral,NULL,NULL,NULL,es
6/23/2021 12:41 am,YouTube,"En este capítulo de Me Late Prime, Pamela nos cuenta en qué problema se metió tras una inocente broma. Además, revisamos las declaraciones del doble de Luis Miguel contra Fran García Huidobro.
No te pierdas Me Late Prime, de lunes a viernes a las 22:00 horas por TVMAS.

Más contenido en: http://www.tvmas.tv
• Síguenos en Instagram: https://www.instagram.com/tvmas.tv/
• Y en Facebook: https://www.facebook.com/tvmasoficial/



#TVMAS #MeLatePrime #DanielFuenzalida
Andrés Caniulef, Daniel fuenzalida, Entretención, Espectáculo, Fran garcía-Huidobro, La torre de Mabel, Pamela díaz, Sergio Rojas, Tv+, Yo Soy, canal tvmas, chile, farándula, programa de TV, tvmas",http://www.youtube.com/watch?v=E-T5kHl96cM,E-T5kHl96cM,TVMAS,TVMAS,207000,0,267,Neutral,NULL,"#tvmas, #danielfuenzalida, #melateprime",NULL,NULL
6/23/2021 12:41 am,Twitter,"RT @F0RMDABLE: la abogada y la jueza son novias 

#LaTorreDeMabel",https://twitter.com/MundoC13/statuses/1407559439134203910,1407559439134203910,#LaTorreDeMabel 🏩,MundoC13,17369,0,0,Neutral,NULL,#latorredemabel,NULL,es
6/23/2021 12:41 am,Twitter,RT @BustamanteEvy: Gano la Mabel 😍😍😍#latorredemabel,https://twitter.com/MundoC13/statuses/1407559411594366978,1407559411594366978,#LaTorreDeMabel 🏩,MundoC13,17369,0,0,Positive,NULL,#latorredemabel,NULL,es
6/23/2021 12:41 am,Twitter,RT @sebastianguzman: Oye la hija de Cluney tiene un parecido. Buen casting! #LaTorreDeMabel,https://twitter.com/MundoC13/statuses/1407559377062662144,1407559377062662144,#LaTorreDeMabel 🏩,MundoC13,17370,0,0,Positive,NULL,#latorredemabel,NULL,es
6/23/2021 12:41 am,Twitter,RT @matish98__: Cluny se mi suegro porfavor 😍#LaTorreDeMabel,https://twitter.com/MundoC13/statuses/1407559369257111554,1407559369257111554,#LaTorreDeMabel 🏩,MundoC13,17370,0,0,Positive,NULL,#latorredemabel,NULL,es
6/23/2021 12:41 am,Twitter,"RT @telenovelenico: La sintonía de #LaTorreDeMabel ha comenzado a subir poco a poco desde el bajón del miércoles pasado, que siga así por el bien de la ficción nacional!",https://twitter.com/kim_bety_/statuses/1407559336952569863,1407559336952569863,kim bety 🧈,kim_bety_,894,0,0,Negative,NULL,#latorredemabel,NULL,es
6/23/2021 12:40 am,Twitter,"RT @telenovelenico: La sintonía de #LaTorreDeMabel ha comenzado a subir poco a poco desde el bajón del miércoles pasado, que siga así por el bien de la ficción nacional!",https://twitter.com/MundoC13/statuses/1407559266723053575,1407559266723053575,#LaTorreDeMabel 🏩,MundoC13,17370,0,0,Negative,NULL,#latorredemabel,NULL,es
6/23/2021 12:40 am,Twitter,"RT @F0RMDABLE: no sé si es más turbio el nivel de obsesión que tiene esta mina con el weon o el hecho de que el weon sea su primo 

#LaTorreDeMabel",https://twitter.com/MundoC13/statuses/1407559214373933064,1407559214373933064,#LaTorreDeMabel 🏩,MundoC13,17370,0,0,Negative,NULL,#latorredemabel,NULL,es
6/23/2021 12:40 am,Twitter,RT @mirartusnovelas: La torre de mabel capítulo 7 martes 22 de junio del 2021  https://t.co/MNkU37MqYx,https://twitter.com/Miratusnovelas1/statuses/1407559171252305921,1407559171252305921,Miratusnovelas,Miratusnovelas1,675,0,0,Neutral,"Toledo, Castille-La Mancha, Spain",NULL,NULL,es
6/23/2021 12:40 am,Twitter,RT @xio_guz: Ya veo que Valerio está sacando fotos y arruina el momento  #LaTorreDeMabel,https://twitter.com/MundoC13/statuses/1407559169364971521,1407559169364971521,#LaTorreDeMabel 🏩,MundoC13,17370,0,0,Negative,NULL,#latorredemabel,NULL,es
6/23/2021 12:40 am,Twitter,RT @tilleclau: Mmm la Mabel quería puro !!!!!!! 😂😂😂#LaTorreDeMabel,https://twitter.com/MundoC13/statuses/1407559156769374209,1407559156769374209,#LaTorreDeMabel 🏩,MundoC13,17370,0,0,Positive,NULL,#latorredemabel,NULL,es
6/23/2021 12:40 am,Twitter,"RT @Dani_po: Mabel , voh dale #LaTorreDeMabel",https://twitter.com/MundoC13/statuses/1407559151929208832,1407559151929208832,#LaTorreDeMabel 🏩,MundoC13,17370,0,0,Unclassified,NULL,#latorredemabel,NULL,tl
6/23/2021 12:40 am,Twitter,RT @felgattas: #LaTorreDeMabel mabeeeelllll 😱😱😱 tremendo calugazo,https://twitter.com/MundoC13/statuses/1407559145910329346,1407559145910329346,#LaTorreDeMabel 🏩,MundoC13,17370,0,0,Negative,NULL,#latorredemabel,NULL,es
6/23/2021 12:40 am,Twitter,RT @Lajoyitadice: Ayer puse un ratito #latorredemabel y anduve todo el día ♬ juro que nunca cambiaré ♬,https://twitter.com/MundoC13/statuses/1407559086602964996,1407559086602964996,#LaTorreDeMabel 🏩,MundoC13,17370,0,0,Negative,NULL,#latorredemabel,NULL,es
6/23/2021 12:40 am,Twitter,"RT @sebastianguzman: Ese beso fue como tipo ""liberación después de toda una cuarentena"". 😏🤣 #LaTorreDeMabel",https://twitter.com/MundoC13/statuses/1407559051718823938,1407559051718823938,#LaTorreDeMabel 🏩,MundoC13,17370,0,0,Positive,NULL,#latorredemabel,NULL,es
6/23/2021 12:39 am,Twitter,RT @Lorempin: Está más entretenida #LaTorreDeMabel que seguir escuchando... 🤭,https://twitter.com/MundoC13/statuses/1407559016897822721,1407559016897822721,#LaTorreDeMabel 🏩,MundoC13,17370,0,0,Positive,NULL,#latorredemabel,NULL,es
6/23/2021 12:39 am,Twitter,RT @telenovelenico: Ay parece que el capítulo de hoy está bueno ajjdja #LaTorreDeMabel,https://twitter.com/MundoC13/statuses/1407558998409232384,1407558998409232384,#LaTorreDeMabel 🏩,MundoC13,17370,0,0,Positive,NULL,#latorredemabel,NULL,es
6/23/2021 12:39 am,Twitter,RT @Lajoyitadice: Ay igual me da penita la Lala jsjsjjsjsjs #LaTorreDeMabel,https://twitter.com/MundoC13/statuses/1407558981762138113,1407558981762138113,#LaTorreDeMabel 🏩,MundoC13,17370,0,0,Neutral,NULL,#latorredemabel,NULL,it
6/23/2021 12:39 am,Twitter,RT @xio_guz: Pepe grillo jajajaj  #LaTorreDeMabel,https://twitter.com/MundoC13/statuses/1407558972652068864,1407558972652068864,#LaTorreDeMabel 🏩,MundoC13,17370,0,0,Positive,NULL,#latorredemabel,NULL,es
6/23/2021 12:39 am,Twitter,"RT @patitaypunto: Naaaa q disculpa, si es el mismo demonio #LaTorreDeMabel",https://twitter.com/MundoC13/statuses/1407558958219472897,1407558958219472897,#LaTorreDeMabel 🏩,MundoC13,17370,0,0,Negative,NULL,#latorredemabel,NULL,es
6/23/2021 12:39 am,Twitter,RT @salsazero: Parece que a la Lala le gusta tanto su primo que no le gusta que este le diga las cosas por su nombre 🤭 #LaTorreDeMabel,https://twitter.com/MundoC13/statuses/1407558931665326081,1407558931665326081,#LaTorreDeMabel 🏩,MundoC13,17370,0,0,Unclassified,NULL,#latorredemabel,NULL,es
6/23/2021 12:39 am,Twitter,RT @xio_guz: Alguien sabe cómo se llama la canción que colocan a Mabel y jp?? #LaTorreDeMabel,https://twitter.com/MundoC13/statuses/1407558906264567810,1407558906264567810,#LaTorreDeMabel 🏩,MundoC13,17370,0,0,Unclassified,NULL,#latorredemabel,NULL,es
6/23/2021 12:39 am,Twitter,RT @felgattas: #LaTorreDeMabel weeeno el capitulo de hoooyyy💪💪💪 vamos poco a poco a romper el rating,https://twitter.com/yeya_smile/statuses/1407558908147908608,1407558908147908608,Mireya Aqueveque,yeya_smile,246,0,0,Negative,NULL,#latorredemabel,NULL,es
6/23/2021 12:39 am,Twitter,"Daaame tu amooor🖤
Bésame más...
Dame una noche que no se pueda borrar 🎶 | QT: Amo la canción del doc con la Mabel 😍 como se llama? Quien la canta? 😍#latorredemabel",https://twitter.com/MundoC13/statuses/1407558878347378697,1407558878347378697,#LaTorreDeMabel 🏩,MundoC13,17370,0,0,Positive,NULL,#latorredemabel,NULL,es
6/23/2021 12:38 am,Twitter,RT @BustamanteEvy: Amo la canción del doc con la Mabel 😍 como se llama? Quien la canta? 😍#latorredemabel,https://twitter.com/MundoC13/statuses/1407558681856774146,1407558681856774146,#LaTorreDeMabel 🏩,MundoC13,17370,0,0,Positive,NULL,#latorredemabel,NULL,es
6/23/2021 12:38 am,Twitter,RT @tilleclau: Se lanzó la Mabel 😂💕#LaTorreDeMabel,https://twitter.com/MundoC13/statuses/1407558668955140096,1407558668955140096,#LaTorreDeMabel 🏩,MundoC13,17370,0,0,Positive,NULL,#latorredemabel,NULL,es
6/23/2021 12:38 am,Twitter,RT @Lajoyitadice: Óscar Garcés volvió en forma de actor de teleseries #LaTorreDeMabel,https://twitter.com/MundoC13/statuses/1407558593679855617,1407558593679855617,#LaTorreDeMabel 🏩,MundoC13,17370,0,0,Neutral,NULL,#latorredemabel,NULL,es
6/23/2021 12:38 am,Twitter,RT @Dani_po: La TriniLala le pone weno como dominante #LaTorreDeMabel,https://twitter.com/MundoC13/statuses/1407558577066328071,1407558577066328071,#LaTorreDeMabel 🏩,MundoC13,17370,0,0,Neutral,NULL,#latorredemabel,NULL,es
6/23/2021 12:38 am,Twitter,RT @felgattas: #LaTorreDeMabel jajaja siempre de sometido el oscar garces,https://twitter.com/MundoC13/statuses/1407558566257512449,1407558566257512449,#LaTorreDeMabel 🏩,MundoC13,17370,0,0,Neutral,NULL,#latorredemabel,NULL,es
6/23/2021 12:38 am,Twitter,"RT @Horus15986745: #LaTorreDeMabel qué buena mala es Lala. 
Wena wena actuación.",https://twitter.com/MundoC13/statuses/1407558553322262530,1407558553322262530,#LaTorreDeMabel 🏩,MundoC13,17370,0,0,Neutral,NULL,#latorredemabel,NULL,es
8/5/2021 11:39 pm,Twitter,Muchas gracias por apreciar tanto nuestra comida 🇵🇪  #MasterChefCelebrityChile 😊,https://twitter.com/kathgue0615/statuses/1423488764471611393,1423488764471611393,Kath,kathgue0615,659,0,0,Positive,"Santiago, Santiago Metropolitan, Chile",#masterchefcelebritychile,NULL,es
8/5/2021 12:26 pm,Instagram,😊👌Con la gran nataliaduco #mamaatleta #masterchefcelebritychile #ᴛʙᴛ #selfytime  #energíalatina #cazamechero,https://www.instagram.com/p/CSMwpusL7Ki/,17889660773248019,NULL,NULL,0,0,39,Positive,NULL,"#ᴛʙᴛ, #masterchefcelebritychile, #mamaatleta, #cazamechero, #energíalatina, #selfytime",https://scontent-atl3-1.cdninstagram.com/v/t51.29350-15/232508363_428831928312456_4162449493940636094_n.jpg?_nc_cat=104&ccb=1-4&_nc_sid=8ae9d6&_nc_eui2=AeFhLaU7Do9fpmuNMjfbzmZ0FTUFfFOI9YwVNQV8U4j1jJJIgS7gE5kcCawuQEwxo1DqN5t8YtGflYt7ClUcwqTQ&_nc_ohc=_osXiRfgFn4AX-1Osz-&_nc_ht=scontent-atl3-1.cdninstagram.com&edm=AEoDcc0EAAAA&oh=6afd2af2a4571b3520f0d5330cee25a3&oe=6112BF1E,NULL
8/5/2021 9:12 am,Instagram,"Hola a todos!!! Aquí les comparto fotos del asado en casa de leonardocaprile con los #MasterChefCelebrityChile 1 ❤ No son solo mis compañeros, son mi familia y amigos. Lo pasamos tan bien, llavabamos más de un año sin vernos y al fin nos juntamos. Historia, risas, anécdotas, chistes y mucha felicidad. 
Por mi parte quedé recargada de buena energía y pide presentarles a mi tesoro más preciado, mi LUCIANITO, que obvio, fue el centro de atención del asado!!! 
Si quieres saber más detalles, me escriben en los comentarios 👇 

Les deseo un lindo día, está nublado (que onda el clima 🤯🤯🤯) pero el corazón y alma está soleado, Arriba los corazones!!!! 💪💪💪💪 

Patas de la seca fabulositychile
Poleron lactancia madremia.cl

 #MasterChefCelebrityChile #MasterChef #NataliaDuco #Lucianito",https://www.instagram.com/p/CSMaaRUrUMX/,17909917402981915,NULL,NULL,0,0,31913,Positive,NULL,"#masterchefcelebritychile, #nataliaduco, #lucianito, #masterchef","https://scontent-iad3-1.cdninstagram.com/v/t51.29350-15/233295660_1273114109806276_3527967763324032749_n.jpg?_nc_cat=109&ccb=1-4&_nc_sid=8ae9d6&_nc_eui2=AeG1uo-yb6KSDmyHx4d9g5mLbnpyxABA4ctuenLEAEDhy77H83ViL5ltwgElsPt2Up3Qi3cmCGa3PXVCn1kPGHR2&_nc_ohc=BHgKHkRQ8h4AX83R0jC&_nc_ht=scontent-iad3-1.cdninstagram.com&edm=APCawUEEAAAA&oh=5cfb4d53b1a423519f10c852f6157839&oe=61122E0F, https://scontent-iad3-1.cdninstagram.com/v/t51.29350-15/231993196_260510075571070_4385279274351440393_n.jpg?_nc_cat=104&ccb=1-4&_nc_sid=8ae9d6&_nc_eui2=AeEd0EjDT3-Q_NLASM9KImxY6EUbnTIRtfPoRRudMhG183U1A_U5AwvTp-6qVo0bRjnRn7MV-1ysWI-xscGbRjAE&_nc_ohc=TuYnYXZwh68AX8XViHR&_nc_oc=AQmJSpuWboAQ_QaGxvc5JZlKbt5FoA39hOmeYdqZK5jpotyYyceQ-v01jTZuMiiwLxE&_nc_ht=scontent-iad3-1.cdninstagram.com&edm=APCawUEEAAAA&oh=3a09b3e73bd6eabcff75346b0a25a02d&oe=61113349, https://scontent-iad3-1.cdninstagram.com/v/t51.29350-15/233295482_157356249842387_5439578208105411602_n.jpg?_nc_cat=100&ccb=1-4&_nc_sid=8ae9d6&_nc_eui2=AeEDy7iydmcHkrxEc0Big7Bz6OhzsHPhRb7o6HOwc-FFvj9QmXv6X4j--d9EYxYLTQuttPCE95WWrA0nAB07sT5T&_nc_ohc=PrNnKEBNC3cAX9gNKDd&_nc_ht=scontent-iad3-1.cdninstagram.com&edm=APCawUEEAAAA&oh=dd259a2378c31ed08e3ddb35ae1d5f53&oe=61124A60, https://scontent-iad3-1.cdninstagram.com/v/t51.29350-15/233713989_252848576681710_2828826550618538904_n.jpg?_nc_cat=110&ccb=1-4&_nc_sid=8ae9d6&_nc_eui2=AeH8ROPqOplgdt-cEbzJrEM0E2Tng8vAuoQTZOeDy8C6hN_AaqjZNLrcwIcrUSVbQJ6FFENC6mhiNIzqTKEBMtQa&_nc_ohc=p7PmnQfqFlYAX-Ev3kg&_nc_ht=scontent-iad3-1.cdninstagram.com&oh=d68466afce9aa93913cc0067425e422b&oe=6111FDB0, https://scontent-iad3-1.cdninstagram.com/v/t51.29350-15/233941111_616491665983506_7347036733812070667_n.jpg?_nc_cat=109&ccb=1-4&_nc_sid=8ae9d6&_nc_eui2=AeF-xoUnrk0y6QWA4MGdLYCc0Bn4gqKQhQ_QGfiCopCFD0MI9vUkOUO7Uhibnu0bllPndByDGN70qXR_CzmCUScP&_nc_ohc=9FFmseOpA1QAX9SFuxp&_nc_ht=scontent-iad3-1.cdninstagram.com&edm=APCawUEEAAAA&oh=e642b4cdc92aba63a79782ad6f791ae9&oe=6112194D, https://scontent-iad3-1.cdninstagram.com/v/t51.29350-15/233623689_1426648651038193_4141528784213288768_n.jpg?_nc_cat=100&ccb=1-4&_nc_sid=8ae9d6&_nc_eui2=AeEBB1-iWxWyx8x0c2nYjfU9p7kBPfZHG6WnuQE99kcbpXhueRARrUImrQsFYTrGAGKxo11YVBDl7NoGcGEP-mI-&_nc_ohc=kJCpdRL0Fo8AX-jNWZn&_nc_ht=scontent-iad3-1.cdninstagram.com&edm=APCawUEEAAAA&oh=10bb18a3aad951e16279c157effc19a6&oe=6112C0D2, https://scontent-iad3-1.cdninstagram.com/v/t51.29350-15/231309589_230882842259314_8779353838517201544_n.jpg?_nc_cat=105&ccb=1-4&_nc_sid=8ae9d6&_nc_eui2=AeEEFGrH8zODkoR3sXS1e1Q7_JHHpt4AjR78kcem3gCNHmtwRWrBizO0fUdeSOhdJXQKW-HJHtVSRU8yd8UcbRVV&_nc_ohc=TeGBtwHbscAAX-dFI6d&_nc_ht=scontent-iad3-1.cdninstagram.com&oh=b6fdffecfd4d3f793ae14e5b4fd54de4&oe=611182FB, https://scontent-iad3-1.cdninstagram.com/v/t51.29350-15/232076867_1155642764912206_1708006315438167459_n.jpg?_nc_cat=103&ccb=1-4&_nc_sid=8ae9d6&_nc_eui2=AeFohZckmlWJs4LJ_y-6UM__fOM1L91e9Tx84zUv3V71POFUEV7QuO3H5cLN2o94J86CfgX1Qt8WRXtEAPWSndPI&_nc_ohc=GK7fkheWnEoAX9I6Uxr&_nc_ht=scontent-iad3-1.cdninstagram.com&oh=43e93cb480b841a46d448f3b8dda3967&oe=6111B9D1",NULL
8/4/2021 3:47 pm,Twitter,"¡Quedó la grande! Teresita Reyes reveló por qué desistió a último minuto de participar en MasterChef Celebrity #MasterChefCelebrityChile #MasterChefCelebrity 

https://t.co/MNodjHXC08",https://twitter.com/MiraloquehizoCl/statuses/1423007594252222471,1423007594252222471,Mira lo que Hizo,MiraloquehizoCl,1425,0,0,Negative,"Santiago, Santiago Metropolitan, Chile","#masterchefcelebritychile, #masterchefcelebrity",NULL,es
8/4/2021 10:00 am,Facebook,¿Quiénes se están perfilando como los más fuertes? 👀 | ¿Quiénes se están perfilando como los más fuertes? 👀 ¡Estos fueron los nombres que nos dieron los participantes! 😮 ¿Qué te parece? 🤔 #MasterChefCelebrityChile | https://video-iad3-1.xx.fbcdn.net/v/t42.1790-2/229051125_882983502312890_2591396585029995177_n.mp4?_nc_cat=106&ccb=1-4&_nc_sid=985c63&efg=eyJybHIiOjMxMywicmxhIjo4NjYsInZlbmNvZGVfdGFnIjoic3ZlX3NkIn0%3D&_nc_eui2=AeGuH8hhXaKybUM28OxfrNvy0Msy7hlCYMvQyzLuGUJgy8l-rkAAT5EeK_035nVFYl3a5fkX1u5KfvRR8dvSfu_z&_nc_ohc=F6WweszjsOwAX-HJyO8&rl=313&vabr=174&_nc_ht=video-iad3-1.xx&oh=f322bd500c6d48df33df9d0fcefea395&oe=610E20AB,http://www.facebook.com/499984616800467/posts/2399294216869488,499984616800467_2399294216869488,MasterChef Chile,MasterChef Chile,0,2,29,Unclassified,NULL,#masterchefcelebritychile,https://video-iad3-1.xx.fbcdn.net/v/t42.1790-2/229051125_882983502312890_2591396585029995177_n.mp4?_nc_cat=106&ccb=1-4&_nc_sid=985c63&efg=eyJybHIiOjMxMywicmxhIjo4NjYsInZlbmNvZGVfdGFnIjoic3ZlX3NkIn0%3D&_nc_eui2=AeGuH8hhXaKybUM28OxfrNvy0Msy7hlCYMvQyzLuGUJgy8l-rkAAT5EeK_035nVFYl3a5fkX1u5KfvRR8dvSfu_z&_nc_ohc=F6WweszjsOwAX-HJyO8&rl=313&vabr=174&_nc_ht=video-iad3-1.xx&oh=f322bd500c6d48df33df9d0fcefea395&oe=610E20AB,NULL
8/4/2021 10:00 am,Facebook,¿Quiénes se están perfilando como los más fuertes? 👀 | ¿Quiénes se están perfilando como los más fuertes? 👀 ¡Estos fueron los nombres que nos dieron los participantes! 😮 ¿Qué te parece? 🤔 #MasterChefCelebrityChile | https://video-atl3-1.xx.fbcdn.net/v/t42.1790-2/229033411_806424296684707_3157446119898018149_n.mp4?_nc_cat=108&ccb=1-4&_nc_sid=985c63&efg=eyJybHIiOjMxMywicmxhIjo4NjYsInZlbmNvZGVfdGFnIjoic3ZlX3NkIn0%3D&_nc_eui2=AeE9scNVYQVaqd8Z8bFrwUwbScPM5bSSiBZJw8zltJKIFnsxe2YP0e8wosEwYx__JrrR8fXuPTZjpYRXRvmQJI8h&_nc_ohc=kBjRq_Z8kOcAX_plq0Q&rl=313&vabr=174&_nc_ht=video-atl3-1.xx&edm=AKK4YLsEAAAA&oh=feae75a8868c5880a614bf5366378021&oe=610E4C29,http://www.facebook.com/292534509886/posts/10159970128974887,292534509886_10159970128974887,Canal 13,Canal 13,0,0,9,Positive,NULL,#masterchefcelebritychile,https://video-atl3-1.xx.fbcdn.net/v/t42.1790-2/229033411_806424296684707_3157446119898018149_n.mp4?_nc_cat=108&ccb=1-4&_nc_sid=985c63&efg=eyJybHIiOjMxMywicmxhIjo4NjYsInZlbmNvZGVfdGFnIjoic3ZlX3NkIn0%3D&_nc_eui2=AeE9scNVYQVaqd8Z8bFrwUwbScPM5bSSiBZJw8zltJKIFnsxe2YP0e8wosEwYx__JrrR8fXuPTZjpYRXRvmQJI8h&_nc_ohc=kBjRq_Z8kOcAX_plq0Q&rl=313&vabr=174&_nc_ht=video-atl3-1.xx&edm=AKK4YLsEAAAA&oh=feae75a8868c5880a614bf5366378021&oe=610E4C29,NULL
8/3/2021 11:43 pm,Instagram,"Info: ferfuentescardenas Soy afortunada
🍀🍀🍀
Que felicidad  siento de poder hacer un programa tan lindo y alegre

Gracias por elegirnos 🎉🎉

masterchefchile 
#foodmoments
#MasterChefChile
#MasterChefcelebrityChile
#todosavermasterchef
#canal13
#cochinamentesabroso
#esquehayalgoentuplatitoquemegusta

#MasterChef #MasterChefCelebrityChile #MasterChefCelebrity #MasterChefJunior #MasterChefProfesional #MasterChefLatino #Recetas",https://www.instagram.com/p/CSI0hJ4N3t5/,17907689719930359,NULL,NULL,0,0,41,Positive,NULL,"#masterchefprofesional, #esquehayalgoentuplatitoquemegusta, #masterchefcelebritychile, #recetas, #todosavermasterchef, #foodmoments, #canal13, #masterchefcelebrity, #masterchefjunior, #cochinamentesabroso, #masterchefchile, #mastercheflatino, #masterchef",https://scontent-iad3-1.cdninstagram.com/v/t51.29350-15/231604548_1204795063316472_7191686091093271630_n.jpg?_nc_cat=100&ccb=1-4&_nc_sid=8ae9d6&_nc_eui2=AeGiIc3eFFy7tkI20dTkP56RUCz4jlU1qAJQLPiOVTWoAoDdiRwy81oMbJ05grBNPA2HTH1GjPN5k9W0Ne3tWSrQ&_nc_ohc=rgAJgpLk4kUAX8VGJGz&_nc_ht=scontent-iad3-1.cdninstagram.com&edm=APCawUEEAAAA&oh=92bcfa500743bc6245bbf1681649996b&oe=611186EA,NULL
